"period","zone","group","measure","value"
"2012-2014","S01008758","Current Smoker","Ratio","19.35"
"2012-2014","S01008758","Not Known If Smoking","Ratio","3.23"
"2013-2015","S01008758","Former Smoker","Ratio","30.77"
"2012-2014","S01008758","Former Smoker","Ratio","25.81"
"2013-2015","S01008758","Not Known If Smoking","Ratio","2.56"
"2013-2015","S01008758","Current Smoker","Ratio","20.51"
"2012-2014","S01008758","Never Smoked","Ratio","51.61"
"2013-2015","S01008758","Never Smoked","Ratio","46.15"
"2013-2015","S01008759","Former Smoker","Count",6
"2012-2014","S01008759","Former Smoker","Count",6
"2013-2015","S01008759","Never Smoked","Count",5
"2012-2014","S01008759","Never Smoked","Count",5
"2012-2014","S01008759","Not Known If Smoking","Count",0
"2013-2015","S01008759","Not Known If Smoking","Count",1
"2012-2014","S01008759","Current Smoker","Count",10
"2013-2015","S01008759","Current Smoker","Count",9
"2012-2014","S01008759","Current Smoker","Ratio","47.62"
"2012-2014","S01008759","Not Known If Smoking","Ratio",0
"2013-2015","S01008759","Former Smoker","Ratio","28.57"
"2012-2014","S01008759","Former Smoker","Ratio","28.57"
"2013-2015","S01008759","Not Known If Smoking","Ratio","4.76"
"2013-2015","S01008759","Current Smoker","Ratio","42.86"
"2012-2014","S01008759","Never Smoked","Ratio","23.81"
"2013-2015","S01008759","Never Smoked","Ratio","23.81"
"2013-2015","S01008760","Former Smoker","Count",8
"2012-2014","S01008760","Former Smoker","Count",10
"2013-2015","S01008760","Never Smoked","Count",9
"2012-2014","S01008760","Never Smoked","Count",17
"2012-2014","S01008760","Not Known If Smoking","Count",0
"2013-2015","S01008760","Not Known If Smoking","Count",0
"2012-2014","S01008760","Current Smoker","Count",19
"2013-2015","S01008760","Current Smoker","Count",12
"2012-2014","S01008760","Current Smoker","Ratio","41.3"
"2012-2014","S01008760","Not Known If Smoking","Ratio",0
"2013-2015","S01008760","Former Smoker","Ratio","27.59"
"2012-2014","S01008760","Former Smoker","Ratio","21.74"
"2013-2015","S01008760","Not Known If Smoking","Ratio",0
"2013-2015","S01008760","Current Smoker","Ratio","41.38"
"2012-2014","S01008760","Never Smoked","Ratio","36.96"
"2013-2015","S01008760","Never Smoked","Ratio","31.03"
"2013-2015","S01008761","Former Smoker","Count",10
"2012-2014","S01008761","Former Smoker","Count",11
"2013-2015","S01008761","Never Smoked","Count",16
"2012-2014","S01008761","Never Smoked","Count",16
"2012-2014","S01008761","Not Known If Smoking","Count",0
"2013-2015","S01008761","Not Known If Smoking","Count",0
"2012-2014","S01008761","Current Smoker","Count",7
"2013-2015","S01008761","Current Smoker","Count",4
"2012-2014","S01008761","Current Smoker","Ratio","20.59"
"2012-2014","S01008761","Not Known If Smoking","Ratio",0
"2013-2015","S01008761","Former Smoker","Ratio","33.33"
"2012-2014","S01008761","Former Smoker","Ratio","32.35"
"2013-2015","S01008761","Not Known If Smoking","Ratio",0
"2013-2015","S01008761","Current Smoker","Ratio","13.33"
"2012-2014","S01008761","Never Smoked","Ratio","47.06"
"2013-2015","S01008761","Never Smoked","Ratio","53.33"
"2013-2015","S01008502","Former Smoker","Count",6
"2012-2014","S01008502","Former Smoker","Count",7
"2013-2015","S01008502","Never Smoked","Count",25
"2012-2014","S01008502","Never Smoked","Count",27
"2012-2014","S01008502","Not Known If Smoking","Count",2
"2013-2015","S01008502","Not Known If Smoking","Count",1
"2012-2014","S01008502","Current Smoker","Count",2
"2013-2015","S01008502","Current Smoker","Count",2
"2012-2014","S01008502","Current Smoker","Ratio","5.26"
"2012-2014","S01008502","Not Known If Smoking","Ratio","5.26"
"2013-2015","S01008502","Former Smoker","Ratio","17.65"
"2012-2014","S01008502","Former Smoker","Ratio","18.42"
"2013-2015","S01008502","Not Known If Smoking","Ratio","2.94"
"2013-2015","S01008502","Current Smoker","Ratio","5.88"
"2012-2014","S01008502","Never Smoked","Ratio","71.05"
"2013-2015","S01008502","Never Smoked","Ratio","73.53"
"2013-2015","S01008503","Former Smoker","Count",12
"2012-2014","S01008503","Former Smoker","Count",15
"2013-2015","S01008503","Never Smoked","Count",29
"2012-2014","S01008503","Never Smoked","Count",27
"2012-2014","S01008503","Not Known If Smoking","Count",0
"2013-2015","S01008503","Not Known If Smoking","Count",0
"2012-2014","S01008503","Current Smoker","Count",0
"2013-2015","S01008503","Current Smoker","Count",0
"2012-2014","S01008503","Current Smoker","Ratio",0
"2012-2014","S01008503","Not Known If Smoking","Ratio",0
"2013-2015","S01008503","Former Smoker","Ratio","29.27"
"2012-2014","S01008503","Former Smoker","Ratio","35.71"
"2013-2015","S01008503","Not Known If Smoking","Ratio",0
"2013-2015","S01008503","Current Smoker","Ratio",0
"2012-2014","S01008503","Never Smoked","Ratio","64.29"
"2013-2015","S01008503","Never Smoked","Ratio","70.73"
"2013-2015","S01008504","Former Smoker","Count",11
"2012-2014","S01008504","Former Smoker","Count",13
"2013-2015","S01008504","Never Smoked","Count",48
"2012-2014","S01008504","Never Smoked","Count",48
"2012-2014","S01008504","Not Known If Smoking","Count",0
"2013-2015","S01008504","Not Known If Smoking","Count",0
"2012-2014","S01008504","Current Smoker","Count",2
"2013-2015","S01008504","Current Smoker","Count",1
"2012-2014","S01008504","Current Smoker","Ratio","3.17"
"2012-2014","S01008504","Not Known If Smoking","Ratio",0
"2013-2015","S01008504","Former Smoker","Ratio","18.33"
"2012-2014","S01008504","Former Smoker","Ratio","20.63"
"2013-2015","S01008504","Not Known If Smoking","Ratio",0
"2013-2015","S01008504","Current Smoker","Ratio","1.67"
"2012-2014","S01008504","Never Smoked","Ratio","76.19"
"2013-2015","S01008504","Never Smoked","Ratio",80
"2013-2015","S01008505","Former Smoker","Count",5
"2012-2014","S01008505","Former Smoker","Count",11
"2013-2015","S01008505","Never Smoked","Count",18
"2012-2014","S01008505","Never Smoked","Count",17
"2012-2014","S01008505","Not Known If Smoking","Count",0
"2013-2015","S01008505","Not Known If Smoking","Count",0
"2012-2014","S01008505","Current Smoker","Count",0
"2013-2015","S01008505","Current Smoker","Count",0
"2012-2014","S01008505","Current Smoker","Ratio",0
"2012-2014","S01008505","Not Known If Smoking","Ratio",0
"2013-2015","S01008505","Former Smoker","Ratio","21.74"
"2012-2014","S01008505","Former Smoker","Ratio","39.29"
"2013-2015","S01008505","Not Known If Smoking","Ratio",0
"2013-2015","S01008505","Current Smoker","Ratio",0
"2012-2014","S01008505","Never Smoked","Ratio","60.71"
"2013-2015","S01008505","Never Smoked","Ratio","78.26"
"2013-2015","S01008506","Former Smoker","Count",4
"2012-2014","S01008506","Former Smoker","Count",6
"2013-2015","S01008506","Never Smoked","Count",16
"2012-2014","S01008506","Never Smoked","Count",18
"2012-2014","S01008506","Not Known If Smoking","Count",1
"2013-2015","S01008506","Not Known If Smoking","Count",1
"2012-2014","S01008506","Current Smoker","Count",0
"2013-2015","S01008506","Current Smoker","Count",0
"2012-2014","S01008506","Current Smoker","Ratio",0
"2012-2014","S01008506","Not Known If Smoking","Ratio",4
"2013-2015","S01008506","Former Smoker","Ratio","19.05"
"2012-2014","S01008506","Former Smoker","Ratio",24
"2013-2015","S01008506","Not Known If Smoking","Ratio","4.76"
"2013-2015","S01008506","Current Smoker","Ratio",0
"2012-2014","S01008506","Never Smoked","Ratio",72
"2013-2015","S01008506","Never Smoked","Ratio","76.19"
"2013-2015","S01008507","Former Smoker","Count",11
"2012-2014","S01008507","Former Smoker","Count",11
"2013-2015","S01008507","Never Smoked","Count",27
"2012-2014","S01008507","Never Smoked","Count",32
"2012-2014","S01008507","Not Known If Smoking","Count",0
"2013-2015","S01008507","Not Known If Smoking","Count",0
"2012-2014","S01008507","Current Smoker","Count",2
"2013-2015","S01008507","Current Smoker","Count",2
"2012-2014","S01008507","Current Smoker","Ratio","4.44"
"2012-2014","S01008507","Not Known If Smoking","Ratio",0
"2013-2015","S01008507","Former Smoker","Ratio","27.5"
"2012-2014","S01008507","Former Smoker","Ratio","24.44"
"2013-2015","S01008507","Not Known If Smoking","Ratio",0
"2013-2015","S01008507","Current Smoker","Ratio",5
"2012-2014","S01008507","Never Smoked","Ratio","71.11"
"2013-2015","S01008507","Never Smoked","Ratio","67.5"
"2013-2015","S01008935","Former Smoker","Count",10
"2012-2014","S01008935","Former Smoker","Count",7
"2013-2015","S01008935","Never Smoked","Count",13
"2012-2014","S01008935","Never Smoked","Count",11
"2012-2014","S01008935","Not Known If Smoking","Count",0
"2013-2015","S01008935","Not Known If Smoking","Count",0
"2012-2014","S01008935","Current Smoker","Count",1
"2013-2015","S01008935","Current Smoker","Count",2
"2012-2014","S01008935","Current Smoker","Ratio","5.26"
"2012-2014","S01008935","Not Known If Smoking","Ratio",0
"2013-2015","S01008935","Former Smoker","Ratio",40
"2012-2014","S01008935","Former Smoker","Ratio","36.84"
"2013-2015","S01008935","Not Known If Smoking","Ratio",0
"2013-2015","S01008935","Current Smoker","Ratio",8
"2012-2014","S01008935","Never Smoked","Ratio","57.89"
"2013-2015","S01008935","Never Smoked","Ratio",52
"2013-2015","S01008936","Former Smoker","Count",3
"2012-2014","S01008936","Former Smoker","Count",5
"2013-2015","S01008936","Never Smoked","Count",5
"2012-2014","S01008936","Never Smoked","Count",6
"2012-2014","S01008936","Not Known If Smoking","Count",0
"2013-2015","S01008936","Not Known If Smoking","Count",0
"2012-2014","S01008936","Current Smoker","Count",0
"2013-2015","S01008936","Current Smoker","Count",0
"2012-2014","S01008936","Current Smoker","Ratio",0
"2012-2014","S01008936","Not Known If Smoking","Ratio",0
"2013-2015","S01008936","Former Smoker","Ratio","37.5"
"2012-2014","S01008936","Former Smoker","Ratio","45.45"
"2013-2015","S01008936","Not Known If Smoking","Ratio",0
"2013-2015","S01008936","Current Smoker","Ratio",0
"2012-2014","S01008936","Never Smoked","Ratio","54.55"
"2013-2015","S01008936","Never Smoked","Ratio","62.5"
"2013-2015","S01008937","Former Smoker","Count",5
"2012-2014","S01008937","Former Smoker","Count",7
"2013-2015","S01008937","Never Smoked","Count",20
"2012-2014","S01008937","Never Smoked","Count",16
"2012-2014","S01008937","Not Known If Smoking","Count",0
"2013-2015","S01008937","Not Known If Smoking","Count",0
"2012-2014","S01008937","Current Smoker","Count",1
"2013-2015","S01008937","Current Smoker","Count",0
"2012-2014","S01008937","Current Smoker","Ratio","4.17"
"2012-2014","S01008937","Not Known If Smoking","Ratio",0
"2013-2015","S01008937","Former Smoker","Ratio",20
"2012-2014","S01008937","Former Smoker","Ratio","29.17"
"2013-2015","S01008937","Not Known If Smoking","Ratio",0
"2013-2015","S01008937","Current Smoker","Ratio",0
"2012-2014","S01008937","Never Smoked","Ratio","66.67"
"2013-2015","S01008937","Never Smoked","Ratio",80
"2013-2015","S01008938","Former Smoker","Count",3
"2012-2014","S01008938","Former Smoker","Count",4
"2013-2015","S01008938","Never Smoked","Count",11
"2012-2014","S01008938","Never Smoked","Count",8
"2012-2014","S01008938","Not Known If Smoking","Count",0
"2013-2015","S01008938","Not Known If Smoking","Count",0
"2012-2014","S01008938","Current Smoker","Count",1
"2013-2015","S01008938","Current Smoker","Count",1
"2012-2014","S01008938","Current Smoker","Ratio","7.69"
"2012-2014","S01008938","Not Known If Smoking","Ratio",0
"2013-2015","S01008938","Former Smoker","Ratio",20
"2012-2014","S01008938","Former Smoker","Ratio","30.77"
"2013-2015","S01008938","Not Known If Smoking","Ratio",0
"2013-2015","S01008938","Current Smoker","Ratio","6.67"
"2012-2014","S01008938","Never Smoked","Ratio","61.54"
"2013-2015","S01008938","Never Smoked","Ratio","73.33"
"2013-2015","S01008939","Former Smoker","Count",3
"2012-2014","S01008939","Former Smoker","Count",4
"2013-2015","S01008939","Never Smoked","Count",7
"2012-2014","S01008939","Never Smoked","Count",7
"2012-2014","S01008939","Not Known If Smoking","Count",0
"2013-2015","S01008939","Not Known If Smoking","Count",0
"2012-2014","S01008939","Current Smoker","Count",0
"2013-2015","S01008939","Current Smoker","Count",0
"2012-2014","S01008939","Current Smoker","Ratio",0
"2012-2014","S01008939","Not Known If Smoking","Ratio",0
"2013-2015","S01008939","Former Smoker","Ratio",30
"2012-2014","S01008939","Former Smoker","Ratio","36.36"
"2013-2015","S01008939","Not Known If Smoking","Ratio",0
"2013-2015","S01008939","Current Smoker","Ratio",0
"2012-2014","S01008939","Never Smoked","Ratio","63.64"
"2013-2015","S01008939","Never Smoked","Ratio",70
"2013-2015","S01008940","Former Smoker","Count",2
"2012-2014","S01008940","Former Smoker","Count",1
"2013-2015","S01008940","Never Smoked","Count",11
"2012-2014","S01008940","Never Smoked","Count",10
"2012-2014","S01008940","Not Known If Smoking","Count",0
"2013-2015","S01008940","Not Known If Smoking","Count",0
"2012-2014","S01008940","Current Smoker","Count",1
"2013-2015","S01008940","Current Smoker","Count",1
"2012-2014","S01008940","Current Smoker","Ratio","8.33"
"2012-2014","S01008940","Not Known If Smoking","Ratio",0
"2013-2015","S01008940","Former Smoker","Ratio","14.29"
"2012-2014","S01008940","Former Smoker","Ratio","8.33"
"2013-2015","S01008940","Not Known If Smoking","Ratio",0
"2013-2015","S01008940","Current Smoker","Ratio","7.14"
"2012-2014","S01008940","Never Smoked","Ratio","83.33"
"2013-2015","S01008940","Never Smoked","Ratio","78.57"
"2013-2015","S01008486","Former Smoker","Count",3
"2012-2014","S01008486","Former Smoker","Count",2
"2013-2015","S01008486","Never Smoked","Count",11
"2012-2014","S01008486","Never Smoked","Count",10
"2012-2014","S01008486","Not Known If Smoking","Count",0
"2013-2015","S01008486","Not Known If Smoking","Count",0
"2012-2014","S01008486","Current Smoker","Count",2
"2013-2015","S01008486","Current Smoker","Count",2
"2012-2014","S01008486","Current Smoker","Ratio","14.29"
"2012-2014","S01008486","Not Known If Smoking","Ratio",0
"2013-2015","S01008486","Former Smoker","Ratio","18.75"
"2012-2014","S01008486","Former Smoker","Ratio","14.29"
"2013-2015","S01008486","Not Known If Smoking","Ratio",0
"2013-2015","S01008486","Current Smoker","Ratio","12.5"
"2012-2014","S01008486","Never Smoked","Ratio","71.43"
"2013-2015","S01008486","Never Smoked","Ratio","68.75"
"2013-2015","S01008487","Former Smoker","Count",6
"2012-2014","S01008487","Former Smoker","Count",9
"2013-2015","S01008487","Never Smoked","Count",18
"2012-2014","S01008487","Never Smoked","Count",14
"2012-2014","S01008487","Not Known If Smoking","Count",0
"2013-2015","S01008487","Not Known If Smoking","Count",0
"2012-2014","S01008487","Current Smoker","Count",3
"2013-2015","S01008487","Current Smoker","Count",3
"2012-2014","S01008487","Current Smoker","Ratio","11.54"
"2012-2014","S01008487","Not Known If Smoking","Ratio",0
"2013-2015","S01008487","Former Smoker","Ratio","22.22"
"2012-2014","S01008487","Former Smoker","Ratio","34.62"
"2013-2015","S01008487","Not Known If Smoking","Ratio",0
"2013-2015","S01008487","Current Smoker","Ratio","11.11"
"2012-2014","S01008487","Never Smoked","Ratio","53.85"
"2013-2015","S01008487","Never Smoked","Ratio","66.67"
"2013-2015","S01008488","Former Smoker","Count",6
"2012-2014","S01008488","Former Smoker","Count",5
"2013-2015","S01008488","Never Smoked","Count",24
"2012-2014","S01008488","Never Smoked","Count",27
"2012-2014","S01008488","Not Known If Smoking","Count",1
"2013-2015","S01008488","Not Known If Smoking","Count",1
"2012-2014","S01008488","Current Smoker","Count",0
"2013-2015","S01008488","Current Smoker","Count",2
"2012-2014","S01008488","Current Smoker","Ratio",0
"2012-2014","S01008488","Not Known If Smoking","Ratio","3.03"
"2013-2015","S01008488","Former Smoker","Ratio","18.18"
"2012-2014","S01008488","Former Smoker","Ratio","15.15"
"2013-2015","S01008488","Not Known If Smoking","Ratio","3.03"
"2013-2015","S01008488","Current Smoker","Ratio","6.06"
"2012-2014","S01008488","Never Smoked","Ratio","81.82"
"2013-2015","S01008488","Never Smoked","Ratio","72.73"
"2013-2015","S01008489","Former Smoker","Count",1
"2012-2014","S01008489","Former Smoker","Count",4
"2013-2015","S01008489","Never Smoked","Count",15
"2012-2014","S01008489","Never Smoked","Count",15
"2012-2014","S01008489","Not Known If Smoking","Count",0
"2013-2015","S01008489","Not Known If Smoking","Count",0
"2012-2014","S01008489","Current Smoker","Count",3
"2013-2015","S01008489","Current Smoker","Count",1
"2012-2014","S01008489","Current Smoker","Ratio","13.64"
"2012-2014","S01008489","Not Known If Smoking","Ratio",0
"2013-2015","S01008489","Former Smoker","Ratio","5.88"
"2012-2014","S01008489","Former Smoker","Ratio","18.18"
"2013-2015","S01008489","Not Known If Smoking","Ratio",0
"2013-2015","S01008489","Current Smoker","Ratio","5.88"
"2012-2014","S01008489","Never Smoked","Ratio","68.18"
"2013-2015","S01008489","Never Smoked","Ratio","88.24"
"2013-2015","S01008490","Former Smoker","Count",9
"2012-2014","S01008490","Former Smoker","Count",13
